tx,ty,tz
100.0,-5.0,400.0
100.0,-5.0,375.0
100.0,-5.0,350.0
100.0,-5.0,325.0
100.0,-5.0,300.0
100.0,-5.0,275.0
100.0,-5.0,250.0
100.0,-5.0,225.0
100.0,-5.0,200.0
100.0,-5.0,175.0
100.0,-5.0,150.0
100.0,-5.0,125.0
100.0,-5.0,100.0
100.0,-5.0,75.0
100.0,-5.0,50.0
100.0,-5.0,25.0
100.0,-5.0,0.0
100.0,-5.0,-25.0
100.0,26.8,-50.0
100.0,62.9,-75.0
100.0,57.5,-100.0
100.0,80.2,-125.0
100.0,80.2,-150.0
100.0,49.3,-175.0
100.0,49.3,-200.0
100.0,49.3,-225.0
100.0,41.8,-250.0
100.0,41.8,-275.0
100.0,-5.0,-300.0
100.0,-5.0,-325.0
100.0,-5.0,-350.0
100.0,-5.0,-375.0
100.0,-5.0,-400.0
100.0,-5.0,-425.0
100.0,-5.0,-450.0
100.0,-5.0,-475.0
100.0,-5.0,-500.0
125.0,-5.0,500.0
125.0,-5.0,475.0
125.0,-5.0,450.0
125.0,-5.0,425.0
125.0,-5.0,400.0
125.0,-5.0,375.0
125.0,-5.0,350.0
125.0,-5.0,325.0
125.0,-5.0,300.0
125.0,-5.0,275.0
125.0,-5.0,250.0
125.0,-5.0,225.0
125.0,-5.0,200.0
125.0,-5.0,175.0
125.0,-5.0,150.0
125.0,-5.0,125.0
125.0,-5.0,100.0
125.0,-5.0,75.0
125.0,-5.0,50.0
125.0,-5.0,25.0
125.0,-5.0,0.0
125.0,-5.0,-25.0
125.0,-5.0,-50.0
125.0,72.7,-75.0
125.0,84.0,-100.0
125.0,63.2,-125.0
125.0,63.2,-150.0
125.0,60.6,-175.0
125.0,49.3,-200.0
125.0,71.0,-225.0
125.0,71.0,-250.0
125.0,41.0,-275.0
125.0,15.9,-300.0
125.0,-5.0,-325.0
125.0,-5.0,-350.0
125.0,-5.0,-375.0
125.0,-5.0,-400.0
125.0,-5.0,-425.0
125.0,-5.0,-450.0
125.0,-5.0,-475.0
125.0,-5.0,-500.0
150.0,-5.0,500.0
150.0,-5.0,475.0
150.0,-5.0,450.0
150.0,-5.0,425.0
150.0,-5.0,400.0
150.0,-5.0,375.0
150.0,-5.0,350.0
150.0,-5.0,325.0
150.0,-5.0,300.0
150.0,-5.0,275.0
150.0,-5.0,250.0
150.0,-5.0,225.0
150.0,-5.0,200.0
150.0,-5.0,175.0
150.0,-5.0,150.0
150.0,-5.0,125.0
150.0,-5.0,100.0
150.0,-5.0,75.0
150.0,-5.0,50.0
150.0,-5.0,25.0
150.0,-5.0,0.0
150.0,-5.0,-25.0
150.0,-5.0,-50.0
150.0,-5.0,-75.0
150.0,40.9,-100.0
150.0,77.3,-125.0
150.0,31.4,-150.0
150.0,60.6,-175.0
150.0,49.3,-200.0
150.0,49.3,-225.0
150.0,71.0,-250.0
150.0,41.0,-275.0
150.0,32.1,-300.0
150.0,-5.0,-325.0
150.0,-5.0,-350.0
150.0,-5.0,-375.0
150.0,-5.0,-400.0
150.0,-5.0,-425.0
150.0,-5.0,-450.0
150.0,-5.0,-475.0
150.0,-5.0,-500.0
175.0,-5.0,500.0
175.0,-5.0,475.0
175.0,-5.0,450.0
175.0,-5.0,425.0
175.0,-5.0,400.0
175.0,-5.0,375.0
175.0,-5.0,350.0
175.0,-5.0,325.0
175.0,-5.0,300.0
175.0,-5.0,275.0
175.0,-5.0,250.0
175.0,-5.0,225.0
175.0,-5.0,200.0
175.0,-5.0,175.0
175.0,-5.0,150.0
175.0,-5.0,125.0
175.0,-5.0,100.0
175.0,-5.0,75.0
175.0,-5.0,50.0
175.0,-5.0,25.0
175.0,-5.0,0.0
175.0,-5.0,-25.0
175.0,-5.0,-50.0
175.0,-5.0,-75.0
175.0,40.9,-100.0
175.0,59.6,-125.0
175.0,68.8,-150.0
175.0,20.1,-175.0
175.0,49.3,-200.0
175.0,20.1,-225.0
175.0,41.0,-250.0
175.0,41.0,-275.0
175.0,46.8,-300.0
175.0,-5.0,-325.0
175.0,-5.0,-350.0
175.0,-5.0,-375.0
175.0,-5.0,-400.0
175.0,-5.0,-425.0
175.0,-5.0,-450.0
175.0,-5.0,-475.0
175.0,-5.0,-500.0
200.0,-5.0,500.0
200.0,-5.0,475.0
200.0,-5.0,450.0
200.0,-5.0,425.0
200.0,-5.0,400.0
200.0,-5.0,375.0
200.0,-5.0,350.0
200.0,-5.0,325.0
200.0,-5.0,300.0
200.0,-5.0,275.0
200.0,-5.0,250.0
200.0,-5.0,225.0
200.0,-5.0,200.0
200.0,-5.0,175.0
200.0,-5.0,150.0
200.0,-5.0,125.0
200.0,-5.0,100.0
200.0,-5.0,75.0
200.0,-5.0,50.0
200.0,-5.0,25.0
200.0,-5.0,0.0
200.0,-5.0,-25.0
200.0,-5.0,-50.0
200.0,-5.0,-75.0
200.0,-5.0,-100.0
200.0,30.6,-125.0
200.0,50.5,-150.0
200.0,20.1,-175.0
200.0,20.1,-200.0
200.0,41.0,-225.0
200.0,41.0,-250.0
200.0,41.0,-275.0
200.0,-5.0,-300.0
200.0,-5.0,-325.0
200.0,-5.0,-350.0
200.0,-5.0,-375.0
200.0,-5.0,-400.0
200.0,-5.0,-425.0
200.0,-5.0,-450.0
200.0,-5.0,-475.0
200.0,-5.0,-500.0
225.0,-5.0,500.0
225.0,-5.0,475.0
225.0,-5.0,450.0
225.0,-5.0,425.0
225.0,-5.0,400.0
225.0,-5.0,375.0
225.0,-5.0,350.0
225.0,-5.0,325.0
225.0,-5.0,300.0
225.0,-5.0,275.0
225.0,-5.0,250.0
225.0,-5.0,225.0
225.0,-5.0,200.0
225.0,-5.0,175.0
225.0,-5.0,150.0
225.0,-5.0,125.0
225.0,-5.0,100.0
225.0,-5.0,75.0
225.0,-5.0,50.0
225.0,-5.0,25.0
225.0,-5.0,0.0
225.0,-5.0,-25.0
225.0,-5.0,-50.0
225.0,-5.0,-75.0
225.0,-5.0,-100.0
225.0,-5.0,-125.0
225.0,-5.0,-150.0
225.0,31.8,-175.0
225.0,29.3,-200.0
225.0,42.9,-225.0
225.0,68.1,-250.0
225.0,-5.0,-275.0
225.0,-5.0,-300.0
225.0,-5.0,-325.0
225.0,-5.0,-350.0
225.0,-5.0,-375.0
225.0,-5.0,-400.0
225.0,-5.0,-425.0
225.0,-5.0,-450.0
225.0,-5.0,-475.0
225.0,-5.0,-500.0
250.0,-5.0,500.0
250.0,-5.0,475.0
250.0,-5.0,450.0
250.0,-5.0,425.0
250.0,-5.0,400.0
250.0,-5.0,375.0
250.0,-5.0,350.0
250.0,-5.0,325.0
250.0,-5.0,300.0
250.0,-5.0,275.0
250.0,-5.0,250.0
250.0,-5.0,225.0
250.0,-5.0,200.0
250.0,-5.0,175.0
250.0,-5.0,150.0
250.0,-5.0,125.0
250.0,-5.0,100.0
250.0,-5.0,75.0
250.0,-5.0,50.0
250.0,-5.0,25.0
250.0,-5.0,0.0
250.0,-5.0,-25.0
250.0,-5.0,-50.0
250.0,-5.0,-75.0
250.0,-5.0,-100.0
250.0,-5.0,-125.0
250.0,-5.0,-150.0
250.0,-5.0,-175.0
250.0,-5.0,-200.0
250.0,-5.0,-225.0
250.0,-5.0,-250.0
250.0,-5.0,-275.0
250.0,-5.0,-300.0
250.0,-5.0,-325.0
250.0,-5.0,-350.0
250.0,-5.0,-375.0
250.0,-5.0,-400.0
250.0,-5.0,-425.0
250.0,-5.0,-450.0
250.0,-5.0,-475.0
250.0,-5.0,-500.0
275.0,-5.0,500.0
275.0,-5.0,475.0
275.0,-5.0,450.0
275.0,-5.0,425.0
275.0,-5.0,400.0
275.0,-5.0,375.0
275.0,-5.0,350.0
275.0,-5.0,325.0
275.0,-5.0,300.0
275.0,-5.0,275.0
275.0,-5.0,250.0
275.0,-5.0,225.0
275.0,-5.0,200.0
275.0,-5.0,175.0
275.0,-5.0,150.0
275.0,-5.0,125.0
275.0,-5.0,100.0
275.0,-5.0,75.0
275.0,-5.0,50.0
275.0,-5.0,25.0
275.0,-5.0,0.0
275.0,-5.0,-25.0
275.0,-5.0,-50.0
275.0,-5.0,-75.0
275.0,-5.0,-100.0
275.0,-5.0,-125.0
275.0,-5.0,-150.0
275.0,-5.0,-175.0
275.0,-5.0,-200.0
275.0,-5.0,-225.0
275.0,-5.0,-250.0
275.0,-5.0,-275.0
275.0,-5.0,-300.0
275.0,-5.0,-325.0
275.0,-5.0,-350.0
275.0,-5.0,-375.0
275.0,-5.0,-400.0
275.0,-5.0,-425.0
275.0,-5.0,-450.0
275.0,-5.0,-475.0
275.0,-5.0,-500.0
300.0,-5.0,500.0
300.0,-5.0,475.0
300.0,-5.0,450.0
300.0,-5.0,425.0
300.0,-5.0,400.0
300.0,-5.0,375.0
300.0,-5.0,350.0
300.0,-5.0,325.0
300.0,-5.0,300.0
300.0,-5.0,275.0
300.0,-5.0,250.0
300.0,-5.0,225.0
300.0,-5.0,200.0
300.0,-5.0,175.0
300.0,-5.0,150.0
300.0,-5.0,125.0
300.0,-5.0,100.0
300.0,-5.0,75.0
300.0,-5.0,50.0
300.0,-5.0,25.0
300.0,-5.0,0.0
300.0,-5.0,-25.0
300.0,-5.0,-50.0
300.0,-5.0,-75.0
300.0,-5.0,-100.0
300.0,-5.0,-125.0
300.0,-5.0,-150.0
300.0,-5.0,-175.0
300.0,-5.0,-200.0
300.0,-5.0,-225.0
300.0,-5.0,-250.0
300.0,-5.0,-275.0
300.0,-5.0,-300.0
300.0,-5.0,-325.0
300.0,-5.0,-350.0
300.0,-5.0,-375.0
300.0,-5.0,-400.0
300.0,-5.0,-425.0
300.0,-5.0,-450.0
300.0,-5.0,-475.0
300.0,-5.0,-500.0
325.0,-5.0,500.0
325.0,-5.0,475.0
325.0,-5.0,450.0
325.0,-5.0,425.0
325.0,-5.0,400.0
325.0,-5.0,375.0
325.0,-5.0,350.0
325.0,-5.0,325.0
325.0,-5.0,300.0
325.0,-5.0,275.0
325.0,-5.0,250.0
325.0,-5.0,225.0
325.0,-5.0,200.0
325.0,-5.0,175.0
325.0,-5.0,150.0
325.0,-5.0,125.0
325.0,-5.0,100.0
325.0,-5.0,75.0
325.0,-5.0,50.0
325.0,-5.0,25.0
325.0,-5.0,0.0
325.0,-5.0,-25.0
325.0,-5.0,-50.0
325.0,-5.0,-75.0
325.0,-5.0,-100.0
325.0,-5.0,-125.0
325.0,-5.0,-150.0
325.0,-5.0,-175.0
325.0,-5.0,-200.0
325.0,-5.0,-225.0
325.0,-5.0,-250.0
325.0,-5.0,-275.0
325.0,-5.0,-300.0
325.0,-5.0,-325.0
325.0,-5.0,-350.0
325.0,-5.0,-375.0
325.0,-5.0,-400.0
325.0,-5.0,-425.0
325.0,-5.0,-450.0
325.0,-5.0,-475.0
325.0,-5.0,-500.0
350.0,-5.0,500.0
350.0,-5.0,475.0
350.0,-5.0,450.0
350.0,-5.0,425.0
350.0,-5.0,400.0
350.0,-5.0,375.0
350.0,-5.0,350.0
350.0,-5.0,325.0
350.0,-5.0,300.0
350.0,-5.0,275.0
350.0,-5.0,250.0
350.0,-5.0,225.0
350.0,-5.0,200.0
350.0,-5.0,175.0
350.0,-5.0,150.0
350.0,-5.0,125.0
350.0,-5.0,100.0
350.0,-5.0,75.0
350.0,-5.0,50.0
350.0,-5.0,25.0
350.0,-5.0,0.0
350.0,-5.0,-25.0
350.0,-5.0,-50.0
350.0,-5.0,-75.0
350.0,-5.0,-100.0
350.0,-5.0,-125.0
350.0,-5.0,-150.0
350.0,-5.0,-175.0
350.0,-5.0,-200.0
350.0,-5.0,-225.0
350.0,-5.0,-250.0
350.0,-5.0,-275.0
350.0,-5.0,-300.0
350.0,-5.0,-325.0
350.0,-5.0,-350.0
350.0,-5.0,-375.0
350.0,-5.0,-400.0
350.0,-5.0,-425.0
350.0,-5.0,-450.0
350.0,-5.0,-475.0
350.0,-5.0,-500.0
375.0,-5.0,500.0
375.0,-5.0,475.0
375.0,-5.0,450.0
375.0,-5.0,425.0
375.0,-5.0,400.0
375.0,-5.0,375.0
375.0,-5.0,350.0
375.0,-5.0,325.0
375.0,-5.0,300.0
375.0,-5.0,275.0
375.0,-5.0,250.0
375.0,-5.0,225.0
375.0,-5.0,200.0
375.0,-5.0,175.0
375.0,-5.0,150.0
375.0,-5.0,125.0
375.0,-5.0,100.0
375.0,-5.0,75.0
375.0,-5.0,50.0
375.0,-5.0,25.0
375.0,-5.0,0.0
375.0,-5.0,-25.0
375.0,-5.0,-50.0
375.0,-5.0,-75.0
375.0,-5.0,-100.0
375.0,-5.0,-125.0
375.0,-5.0,-150.0
375.0,-5.0,-175.0
375.0,-5.0,-200.0
375.0,-5.0,-225.0
375.0,-5.0,-250.0
375.0,-5.0,-275.0
375.0,-5.0,-300.0
375.0,-5.0,-325.0
375.0,-5.0,-350.0
375.0,-5.0,-375.0
375.0,-5.0,-400.0
375.0,-5.0,-425.0
375.0,-5.0,-450.0
375.0,-5.0,-475.0
375.0,-5.0,-500.0
400.0,-5.0,500.0
400.0,-5.0,475.0
400.0,-5.0,450.0
400.0,-5.0,425.0
400.0,-5.0,400.0
400.0,-5.0,375.0
400.0,-5.0,350.0
400.0,-5.0,325.0
400.0,-5.0,300.0
400.0,-5.0,275.0
400.0,-5.0,250.0
400.0,-5.0,225.0
400.0,-5.0,200.0
400.0,-5.0,175.0
400.0,-5.0,150.0
400.0,-5.0,125.0
400.0,-5.0,100.0
400.0,-5.0,75.0
400.0,-5.0,50.0
400.0,-5.0,25.0
400.0,-5.0,0.0
400.0,-5.0,-25.0
400.0,-5.0,-50.0
400.0,-5.0,-75.0
400.0,-5.0,-100.0
400.0,-5.0,-125.0
400.0,-5.0,-150.0
400.0,-5.0,-175.0
400.0,-5.0,-200.0
400.0,-5.0,-225.0
400.0,-5.0,-250.0
400.0,-5.0,-275.0
400.0,-5.0,-300.0
400.0,-5.0,-325.0
400.0,-5.0,-350.0
400.0,-5.0,-375.0
400.0,-5.0,-400.0
400.0,-5.0,-425.0
400.0,-5.0,-450.0
400.0,-5.0,-475.0
400.0,-5.0,-500.0
425.0,-5.0,500.0
425.0,-5.0,475.0
425.0,-5.0,450.0
425.0,-5.0,425.0
425.0,-5.0,400.0
425.0,-5.0,375.0
425.0,-5.0,350.0
425.0,-5.0,325.0
425.0,-5.0,300.0
425.0,-5.0,275.0
425.0,-5.0,250.0
425.0,-5.0,225.0
425.0,-5.0,200.0
425.0,-5.0,175.0
425.0,-5.0,150.0
425.0,-5.0,125.0
425.0,-5.0,100.0
425.0,-5.0,75.0
425.0,-5.0,50.0
425.0,-5.0,25.0
425.0,-5.0,0.0
425.0,-5.0,-25.0
425.0,-5.0,-50.0
425.0,-5.0,-75.0
425.0,-5.0,-100.0
425.0,-5.0,-125.0
425.0,-5.0,-150.0
425.0,-5.0,-175.0
425.0,-5.0,-200.0
425.0,-5.0,-225.0
425.0,-5.0,-250.0
425.0,-5.0,-275.0
425.0,-5.0,-300.0
425.0,-5.0,-325.0
425.0,-5.0,-350.0
425.0,-5.0,-375.0
425.0,-5.0,-400.0
425.0,-5.0,-425.0
425.0,-5.0,-450.0
425.0,-5.0,-475.0
425.0,-5.0,-500.0
450.0,-5.0,500.0
450.0,-5.0,475.0
450.0,-5.0,450.0
450.0,-5.0,425.0
450.0,-5.0,400.0
450.0,-5.0,375.0
450.0,-5.0,350.0
450.0,-5.0,325.0
450.0,-5.0,300.0
450.0,-5.0,275.0
450.0,-5.0,250.0
450.0,-5.0,225.0
450.0,-5.0,200.0
450.0,-5.0,175.0
450.0,-5.0,150.0
450.0,-5.0,125.0
450.0,-5.0,100.0
450.0,-5.0,75.0
450.0,-5.0,50.0
450.0,-5.0,25.0
450.0,-5.0,0.0
450.0,-5.0,-25.0
450.0,-5.0,-50.0
450.0,-5.0,-75.0
450.0,-5.0,-100.0
450.0,-5.0,-125.0
450.0,-5.0,-150.0
450.0,-5.0,-175.0
450.0,-5.0,-200.0
450.0,-5.0,-225.0
450.0,-5.0,-250.0
450.0,-5.0,-275.0
450.0,-5.0,-300.0
450.0,-5.0,-325.0
450.0,-5.0,-350.0
450.0,-5.0,-375.0
450.0,-5.0,-400.0
450.0,-5.0,-425.0
450.0,-5.0,-450.0
450.0,-5.0,-475.0
450.0,-5.0,-500.0
475.0,-5.0,500.0
475.0,-5.0,475.0
475.0,-5.0,450.0
475.0,-5.0,425.0
475.0,-5.0,400.0
475.0,-5.0,375.0
475.0,-5.0,350.0
475.0,-5.0,325.0
475.0,-5.0,300.0
475.0,-5.0,275.0
475.0,-5.0,250.0
475.0,-5.0,225.0
475.0,-5.0,200.0
475.0,-5.0,175.0
475.0,-5.0,150.0
475.0,-5.0,125.0
475.0,-5.0,100.0
475.0,-5.0,75.0
475.0,-5.0,50.0
475.0,-5.0,25.0
475.0,-5.0,0.0
475.0,-5.0,-25.0
475.0,-5.0,-50.0
475.0,-5.0,-75.0
475.0,-5.0,-100.0
475.0,-5.0,-125.0
475.0,-5.0,-150.0
475.0,-5.0,-175.0
475.0,-5.0,-200.0
475.0,-5.0,-225.0
475.0,-5.0,-250.0
475.0,-5.0,-275.0
475.0,-5.0,-300.0
475.0,-5.0,-325.0
475.0,-5.0,-350.0
475.0,-5.0,-375.0
475.0,-5.0,-400.0
475.0,-5.0,-425.0
475.0,-5.0,-450.0
475.0,-5.0,-475.0
475.0,-5.0,-500.0
500.0,-5.0,500.0
500.0,-5.0,475.0
500.0,-5.0,450.0
500.0,-5.0,425.0
500.0,-5.0,400.0
500.0,-5.0,375.0
500.0,-5.0,350.0
500.0,-5.0,325.0
500.0,-5.0,300.0
500.0,-5.0,275.0
500.0,-5.0,250.0
500.0,-5.0,225.0
500.0,-5.0,200.0
500.0,-5.0,175.0
500.0,-5.0,150.0
500.0,-5.0,125.0
500.0,-5.0,100.0
500.0,-5.0,75.0
500.0,-5.0,50.0
500.0,-5.0,25.0
500.0,-5.0,0.0
500.0,-5.0,-25.0
500.0,-5.0,-50.0
500.0,-5.0,-75.0
500.0,-5.0,-100.0
500.0,-5.0,-125.0
500.0,-5.0,-150.0
500.0,-5.0,-175.0
500.0,-5.0,-200.0
500.0,-5.0,-225.0
500.0,-5.0,-250.0
500.0,-5.0,-275.0
500.0,-5.0,-300.0
500.0,-5.0,-325.0
500.0,-5.0,-350.0
500.0,-5.0,-375.0
500.0,-5.0,-400.0
500.0,-5.0,-425.0
500.0,-5.0,-450.0
500.0,-5.0,-475.0
500.0,-5.0,-500.0
